ACTION QUERY 10000 10 human stampede
ACTION SNIPPET 10000 6233 SNIPPET_RELEVANT b'1416508'
ACTION DOC 10000 6253 EXAMINING_DOCUMENT b'1416508'
ACTION QUERY 10000 6263 The aftermath of a human stampede
ACTION SERP 10000 6268 EXAMINE_SERP
ACTION SNIPPET 10000 6271 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 6274 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 6277 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 6280 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 6283 SNIPPET_RELEVANT b'818289'
ACTION DOC 10000 6303 EXAMINING_DOCUMENT b'818289'
ACTION MARK 10000 6306 CONSIDERED_RELEVANT b'818289'
ACTION SNIPPET 10000 6309 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 6312 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 6315 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 6318 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 6321 SEEN_PREVIOUSLY b'1285060'
ACTION SNIPPET 10000 6324 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 6327 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 6330 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 6333 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 6336 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 6339 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 6342 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 6345 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 6348 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 6351 SEEN_PREVIOUSLY b'1698784'
ACTION SNIPPET 10000 6354 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 6357 SEEN_PREVIOUSLY b'729106'
ACTION SNIPPET 10000 6360 SEEN_PREVIOUSLY b'1738401'
ACTION SNIPPET 10000 6363 SEEN_PREVIOUSLY b'1555757'
ACTION SNIPPET 10000 6366 SEEN_PREVIOUSLY b'369520'
ACTION SNIPPET 10000 6369 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 6372 SEEN_PREVIOUSLY b'1698852'
ACTION SNIPPET 10000 6375 SEEN_PREVIOUSLY b'1004585'
ACTION SNIPPET 10000 6378 SNIPPET_RELEVANT b'325368'
ACTION DOC 10000 6398 EXAMINING_DOCUMENT b'325368'
ACTION SNIPPET 10000 6401 SEEN_PREVIOUSLY b'731502'
ACTION SNIPPET 10000 6404 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 6407 SNIPPET_RELEVANT b'1332574'
ACTION DOC 10000 6427 EXAMINING_DOCUMENT b'1332574'
ACTION QUERY 10000 6437 Crowd management to prevent human stampedes
ACTION SERP 10000 6442 EXAMINE_SERP
ACTION SNIPPET 10000 6445 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 6448 SEEN_PREVIOUSLY b'498327'
ACTION SNIPPET 10000 6451 SEEN_PREVIOUSLY b'1127188'
ACTION SNIPPET 10000 6454 SNIPPET_NOT_RELEVANT b'715761'
ACTION SNIPPET 10000 6457 SEEN_PREVIOUSLY b'497300'
ACTION SNIPPET 10000 6460 SEEN_PREVIOUSLY b'1467232'
ACTION SNIPPET 10000 6463 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 6466 SEEN_PREVIOUSLY b'1292328'
ACTION SNIPPET 10000 6469 SEEN_PREVIOUSLY b'868795'
ACTION SNIPPET 10000 6472 SEEN_PREVIOUSLY b'1556632'
ACTION SNIPPET 10000 6475 SEEN_PREVIOUSLY b'1310123'
ACTION SNIPPET 10000 6478 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 6481 SEEN_PREVIOUSLY b'1731810'
ACTION SNIPPET 10000 6484 SNIPPET_RELEVANT b'216455'
ACTION DOC 10000 6504 EXAMINING_DOCUMENT b'216455'
ACTION SNIPPET 10000 6507 SEEN_PREVIOUSLY b'1783796'
ACTION SNIPPET 10000 6510 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 6513 SEEN_PREVIOUSLY b'1293154'
ACTION SNIPPET 10000 6516 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 6519 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 6522 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 6525 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 6528 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 6531 SEEN_PREVIOUSLY b'497143'
ACTION SNIPPET 10000 6534 SNIPPET_NOT_RELEVANT b'1405180'
ACTION SNIPPET 10000 6537 SNIPPET_RELEVANT b'976471'
ACTION DOC 10000 6557 EXAMINING_DOCUMENT b'976471'
ACTION QUERY 10000 6567 Human stampedes in festivals
ACTION SERP 10000 6572 EXAMINE_SERP
ACTION SNIPPET 10000 6575 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 6578 SEEN_PREVIOUSLY b'1556632'
ACTION SNIPPET 10000 6581 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 6584 SEEN_PREVIOUSLY b'1653472'
ACTION SNIPPET 10000 6587 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 6590 SNIPPET_NOT_RELEVANT b'261282'
ACTION SNIPPET 10000 6593 SNIPPET_NOT_RELEVANT b'774042'
ACTION SNIPPET 10000 6596 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 6599 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 6602 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 6605 SNIPPET_NOT_RELEVANT b'444647'
ACTION SNIPPET 10000 6608 SNIPPET_NOT_RELEVANT b'444674'
ACTION SNIPPET 10000 6611 SNIPPET_NOT_RELEVANT b'444648'
ACTION SNIPPET 10000 6614 SEEN_PREVIOUSLY b'1555757'
ACTION SNIPPET 10000 6617 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 6620 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 6623 SNIPPET_RELEVANT b'443410'
ACTION DOC 10000 6643 EXAMINING_DOCUMENT b'443410'
ACTION SNIPPET 10000 6646 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 6649 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 6652 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 6655 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 6658 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 6661 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 6664 SEEN_PREVIOUSLY b'769699'
ACTION SNIPPET 10000 6667 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 6670 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 6673 SNIPPET_NOT_RELEVANT b'1029878'
ACTION SNIPPET 10000 6676 SEEN_PREVIOUSLY b'369520'
ACTION SNIPPET 10000 6679 SEEN_PREVIOUSLY b'746477'
ACTION QUERY 10000 6689 Human stampedes in malls
ACTION SERP 10000 6694 EXAMINE_SERP
ACTION SNIPPET 10000 6697 SNIPPET_RELEVANT b'559851'
ACTION DOC 10000 6717 EXAMINING_DOCUMENT b'559851'
ACTION SNIPPET 10000 6720 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 6723 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 6726 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 6729 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 6732 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 6735 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 6738 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 6741 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 6744 SNIPPET_NOT_RELEVANT b'1204752'
ACTION SNIPPET 10000 6747 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 6750 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 6753 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 6756 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 6759 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 6762 SEEN_PREVIOUSLY b'1041625'
ACTION SNIPPET 10000 6765 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 6768 SNIPPET_NOT_RELEVANT b'1093755'
ACTION SNIPPET 10000 6771 SNIPPET_RELEVANT b'1805617'
ACTION DOC 10000 6791 EXAMINING_DOCUMENT b'1805617'
ACTION SNIPPET 10000 6794 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 6797 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 6800 SNIPPET_RELEVANT b'896570'
ACTION DOC 10000 6820 EXAMINING_DOCUMENT b'896570'
ACTION QUERY 10000 6830 Health effects of a human stampede
ACTION SERP 10000 6835 EXAMINE_SERP
ACTION SNIPPET 10000 6838 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 6841 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 6844 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 6847 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 6850 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 6853 SNIPPET_RELEVANT b'1548589'
ACTION DOC 10000 6873 EXAMINING_DOCUMENT b'1548589'
ACTION SNIPPET 10000 6876 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 6879 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 6882 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 6885 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 6888 SNIPPET_NOT_RELEVANT b'1547010'
ACTION SNIPPET 10000 6891 SEEN_PREVIOUSLY b'868795'
ACTION SNIPPET 10000 6894 SEEN_PREVIOUSLY b'1731810'
ACTION SNIPPET 10000 6897 SEEN_PREVIOUSLY b'1547011'
ACTION SNIPPET 10000 6900 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 6903 SEEN_PREVIOUSLY b'1698852'
ACTION SNIPPET 10000 6906 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 6909 SEEN_PREVIOUSLY b'1511264'
ACTION SNIPPET 10000 6912 SNIPPET_RELEVANT b'10165'
ACTION DOC 10000 6932 EXAMINING_DOCUMENT b'10165'
ACTION SNIPPET 10000 6935 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 6938 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 6941 SEEN_PREVIOUSLY b'1041625'
ACTION QUERY 10000 6951 Steps to take during a human stampede
ACTION SERP 10000 6956 EXAMINE_SERP
ACTION SNIPPET 10000 6959 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 6962 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 6965 SEEN_PREVIOUSLY b'1731810'
ACTION SNIPPET 10000 6968 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 6971 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 6974 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 6977 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 6980 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 6983 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 6986 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 6989 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 6992 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 6995 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 6998 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 7001 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 7004 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 7007 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 7010 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 7013 SEEN_PREVIOUSLY b'729106'
ACTION SNIPPET 10000 7016 SEEN_PREVIOUSLY b'1511264'
ACTION SNIPPET 10000 7019 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 7022 SEEN_PREVIOUSLY b'868795'
ACTION SNIPPET 10000 7025 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 7028 SEEN_PREVIOUSLY b'174054'
ACTION SNIPPET 10000 7031 SEEN_PREVIOUSLY b'1555757'
ACTION SNIPPET 10000 7034 SNIPPET_NOT_RELEVANT b'1673910'
ACTION SNIPPET 10000 7037 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 7040 SNIPPET_RELEVANT b'809697'
ACTION DOC 10000 7060 EXAMINING_DOCUMENT b'809697'
ACTION SNIPPET 10000 7063 SEEN_PREVIOUSLY b'731502'
ACTION QUERY 10000 7073 Human stampedes in protests/rallies
ACTION SERP 10000 7078 EXAMINE_SERP
ACTION SNIPPET 10000 7081 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 7084 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 7087 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 7090 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 7093 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 7096 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 7099 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 7102 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 7105 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 7108 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 7111 SEEN_PREVIOUSLY b'1699122'
ACTION SNIPPET 10000 7114 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 7117 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 7120 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 7123 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 7126 SEEN_PREVIOUSLY b'1731589'
ACTION SNIPPET 10000 7129 SEEN_PREVIOUSLY b'1573812'
ACTION SNIPPET 10000 7132 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 7135 SEEN_PREVIOUSLY b'1555757'
ACTION SNIPPET 10000 7138 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 7141 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 7144 SEEN_PREVIOUSLY b'1783796'
ACTION SNIPPET 10000 7147 SEEN_PREVIOUSLY b'1698852'
ACTION SNIPPET 10000 7150 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 7153 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 7156 SEEN_PREVIOUSLY b'729106'
ACTION SNIPPET 10000 7159 SEEN_PREVIOUSLY b'1076546'
ACTION SNIPPET 10000 7162 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 7165 SEEN_PREVIOUSLY b'174054'
ACTION SNIPPET 10000 7168 SEEN_PREVIOUSLY b'731502'
ACTION SNIPPET 10000 7171 SEEN_PREVIOUSLY b'501130'
ACTION SNIPPET 10000 7174 SEEN_PREVIOUSLY b'369520'
ACTION SNIPPET 10000 7177 SEEN_PREVIOUSLY b'1738401'
ACTION SNIPPET 10000 7180 SEEN_PREVIOUSLY b'1293154'
ACTION SNIPPET 10000 7183 SEEN_PREVIOUSLY b'730671'
ACTION QUERY 10000 7193 Human behavior during a stampede
ACTION SERP 10000 7198 EXAMINE_SERP
ACTION SNIPPET 10000 7201 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 7204 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 7207 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 7210 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 7213 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 7216 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 7219 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 7222 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 7225 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 7228 SEEN_PREVIOUSLY b'746477'
ACTION SNIPPET 10000 7231 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 7234 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 7237 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 7240 SEEN_PREVIOUSLY b'729106'
ACTION SNIPPET 10000 7243 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 7246 SEEN_PREVIOUSLY b'729767'
ACTION SNIPPET 10000 7249 SEEN_PREVIOUSLY b'1555757'
ACTION SNIPPET 10000 7252 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 7255 SEEN_PREVIOUSLY b'127053'
ACTION SNIPPET 10000 7258 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 7261 SEEN_PREVIOUSLY b'1511264'
ACTION SNIPPET 10000 7264 SEEN_PREVIOUSLY b'369520'
ACTION SNIPPET 10000 7267 SEEN_PREVIOUSLY b'731502'
ACTION SNIPPET 10000 7270 SEEN_PREVIOUSLY b'1004585'
ACTION SNIPPET 10000 7273 SEEN_PREVIOUSLY b'174054'
ACTION SNIPPET 10000 7276 SEEN_PREVIOUSLY b'1466129'
ACTION SNIPPET 10000 7279 SNIPPET_NOT_RELEVANT b'1369201'
ACTION SNIPPET 10000 7282 SEEN_PREVIOUSLY b'748718'
ACTION SNIPPET 10000 7285 SEEN_PREVIOUSLY b'363729'
ACTION SNIPPET 10000 7288 SEEN_PREVIOUSLY b'1738401'
ACTION SNIPPET 10000 7291 SNIPPET_NOT_RELEVANT b'1424320'
ACTION SNIPPET 10000 7294 SEEN_PREVIOUSLY b'1293154'
ACTION SNIPPET 10000 7297 SEEN_PREVIOUSLY b'810891'
ACTION SNIPPET 10000 7300 SEEN_PREVIOUSLY b'423877'
ACTION SNIPPET 10000 7303 SEEN_PREVIOUSLY b'1698852'
ACTION QUERY 10000 7313 Human stampedes in movie theaters
ACTION SERP 10000 7318 EXAMINE_SERP
ACTION SNIPPET 10000 7321 SNIPPET_NOT_RELEVANT b'459917'
ACTION SNIPPET 10000 7324 SNIPPET_NOT_RELEVANT b'1100825'
ACTION SNIPPET 10000 7327 SNIPPET_NOT_RELEVANT b'170437'
ACTION SNIPPET 10000 7330 SNIPPET_NOT_RELEVANT b'687282'
ACTION SNIPPET 10000 7333 SNIPPET_NOT_RELEVANT b'1178489'
ACTION SNIPPET 10000 7336 SNIPPET_NOT_RELEVANT b'51987'
ACTION SNIPPET 10000 7339 SNIPPET_NOT_RELEVANT b'882978'
ACTION SNIPPET 10000 7342 SNIPPET_RELEVANT b'776437'
ACTION DOC 10000 7362 EXAMINING_DOCUMENT b'776437'
ACTION SNIPPET 10000 7365 SNIPPET_RELEVANT b'693101'
ACTION DOC 10000 7385 EXAMINING_DOCUMENT b'693101'
ACTION SNIPPET 10000 7388 SNIPPET_NOT_RELEVANT b'178356'
ACTION SNIPPET 10000 7391 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 7394 SNIPPET_NOT_RELEVANT b'1274759'
ACTION SNIPPET 10000 7397 SNIPPET_NOT_RELEVANT b'433486'
ACTION SNIPPET 10000 7400 SNIPPET_NOT_RELEVANT b'593480'
ACTION SNIPPET 10000 7403 SNIPPET_RELEVANT b'411225'
ACTION DOC 10000 7423 EXAMINING_DOCUMENT b'411225'
ACTION QUERY 10000 7433 Human stampedes and panic
ACTION SERP 10000 7438 EXAMINE_SERP
ACTION SNIPPET 10000 7441 SEEN_PREVIOUSLY b'278899'
ACTION SNIPPET 10000 7444 SEEN_PREVIOUSLY b'1753507'
ACTION SNIPPET 10000 7447 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 7450 SNIPPET_RELEVANT b'700166'
ACTION DOC 10000 7470 EXAMINING_DOCUMENT b'700166'
ACTION MARK 10000 7473 CONSIDERED_RELEVANT b'700166'
ACTION SNIPPET 10000 7476 SNIPPET_RELEVANT b'1553990'
ACTION DOC 10000 7496 EXAMINING_DOCUMENT b'1553990'
ACTION SNIPPET 10000 7499 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 7502 SEEN_PREVIOUSLY b'1698889'
ACTION SNIPPET 10000 7505 SEEN_PREVIOUSLY b'204418'
ACTION SNIPPET 10000 7508 SEEN_PREVIOUSLY b'1783796'
ACTION SNIPPET 10000 7511 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 7514 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 7517 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 7520 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 7523 SEEN_PREVIOUSLY b'127391'
ACTION SNIPPET 10000 7526 SNIPPET_RELEVANT b'1466821'
ACTION DOC 10000 7546 EXAMINING_DOCUMENT b'1466821'
ACTION SNIPPET 10000 7549 SEEN_PREVIOUSLY b'497129'
ACTION SNIPPET 10000 7552 SNIPPET_NOT_RELEVANT b'423054'
ACTION SNIPPET 10000 7555 SEEN_PREVIOUSLY b'1426186'
ACTION SNIPPET 10000 7558 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 7561 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 7564 SEEN_PREVIOUSLY b'808151'
ACTION SNIPPET 10000 7567 SNIPPET_NOT_RELEVANT b'837945'
ACTION SNIPPET 10000 7570 SEEN_PREVIOUSLY b'100763'
ACTION SNIPPET 10000 7573 SEEN_PREVIOUSLY b'1042170'
ACTION SNIPPET 10000 7576 SNIPPET_NOT_RELEVANT b'774042'
ACTION SNIPPET 10000 7579 SEEN_PREVIOUSLY b'79150'
ACTION SNIPPET 10000 7582 SEEN_PREVIOUSLY b'1467232'
ACTION SNIPPET 10000 7585 SNIPPET_RELEVANT b'381113'
ACTION DOC 10000 7605 EXAMINING_DOCUMENT b'381113'
ACTION QUERY 10000 7615 The role of security personnel in preventing human stampedes
ACTION SERP 10000 7620 EXAMINE_SERP
ACTION SNIPPET 10000 7623 SEEN_PREVIOUSLY b'1731810'
ACTION SNIPPET 10000 7626 SEEN_PREVIOUSLY b'1783796'
ACTION SNIPPET 10000 7629 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 7632 SEEN_PREVIOUSLY b'497389'
ACTION SNIPPET 10000 7635 SEEN_PREVIOUSLY b'1293154'
ACTION SNIPPET 10000 7638 SEEN_PREVIOUSLY b'1127188'
ACTION SNIPPET 10000 7641 SEEN_PREVIOUSLY b'868795'
ACTION SNIPPET 10000 7644 SEEN_PREVIOUSLY b'497300'
ACTION SNIPPET 10000 7647 SEEN_PREVIOUSLY b'1467225'
ACTION SNIPPET 10000 7650 SNIPPET_NOT_RELEVANT b'1377604'
ACTION SNIPPET 10000 7653 SEEN_PREVIOUSLY b'1515218'
ACTION SNIPPET 10000 7656 SEEN_PREVIOUSLY b'1465986'
ACTION SNIPPET 10000 7659 SEEN_PREVIOUSLY b'365725'
ACTION SNIPPET 10000 7662 SNIPPET_RELEVANT b'1681094'
ACTION DOC 10000 7682 EXAMINING_DOCUMENT b'1681094'
ACTION SNIPPET 10000 7685 SEEN_PREVIOUSLY b'497258'
ACTION SNIPPET 10000 7688 SEEN_PREVIOUSLY b'365604'
ACTION SNIPPET 10000 7691 SNIPPET_RELEVANT b'568876'
ACTION DOC 10000 7711 EXAMINING_DOCUMENT b'568876'
ACTION SNIPPET 10000 7714 SNIPPET_RELEVANT b'500792'
ACTION DOC 10000 7734 EXAMINING_DOCUMENT b'500792'
ACTION MARK 10000 7737 CONSIDERED_RELEVANT b'500792'
ACTION SNIPPET 10000 7740 SEEN_PREVIOUSLY b'367335'
ACTION SNIPPET 10000 7743 SEEN_PREVIOUSLY b'1698991'
ACTION SNIPPET 10000 7746 SNIPPET_RELEVANT b'1241688'
ACTION DOC 10000 7766 EXAMINING_DOCUMENT b'1241688'
ACTION SNIPPET 10000 7769 SEEN_PREVIOUSLY b'1292328'
ACTION SNIPPET 10000 7772 SEEN_PREVIOUSLY b'1285060'
ACTION SNIPPET 10000 7775 SEEN_PREVIOUSLY b'1467342'
ACTION SNIPPET 10000 7778 SNIPPET_RELEVANT b'1678001'
ACTION DOC 10000 7798 EXAMINING_DOCUMENT b'1678001'
ACTION SNIPPET 10000 7801 SEEN_PREVIOUSLY b'1475110'
ACTION SNIPPET 10000 7804 SEEN_PREVIOUSLY b'1522020'
ACTION SNIPPET 10000 7807 SNIPPET_NOT_RELEVANT b'1694783'
ACTION SNIPPET 10000 7810 SNIPPET_NOT_RELEVANT b'1529415'
ACTION SNIPPET 10000 7813 SNIPPET_RELEVANT b'1042045'
ACTION DOC 10000 7833 EXAMINING_DOCUMENT b'1042045'
ACTION SNIPPET 10000 7836 SEEN_PREVIOUSLY b'155121'
ACTION SNIPPET 10000 7839 SNIPPET_NOT_RELEVANT b'1686499'
ACTION SNIPPET 10000 7842 SEEN_PREVIOUSLY b'1285268'
ACTION SNIPPET 10000 7845 SEEN_PREVIOUSLY b'1466129'
ACTION SNIPPET 10000 7848 SNIPPET_RELEVANT b'497651'
ACTION DOC 10000 7868 EXAMINING_DOCUMENT b'497651'
ACTION QUERY 10000 7878 Human stampedes in amusement parks
ACTION SERP 10000 7883 EXAMINE_SERP
ACTION SNIPPET 10000 7886 SEEN_PREVIOUSLY b'1556632'
ACTION SNIPPET 10000 7889 SNIPPET_NOT_RELEVANT b'32112'
ACTION SNIPPET 10000 7892 SNIPPET_NOT_RELEVANT b'726244'
ACTION SNIPPET 10000 7895 SNIPPET_NOT_RELEVANT b'34546'
ACTION SNIPPET 10000 7898 SNIPPET_RELEVANT b'1134207'
ACTION DOC 10000 7918 EXAMINING_DOCUMENT b'1134207'
ACTION SNIPPET 10000 7921 SNIPPET_NOT_RELEVANT b'1547010'
ACTION SNIPPET 10000 7924 SNIPPET_NOT_RELEVANT b'264083'
ACTION SNIPPET 10000 7927 SNIPPET_NOT_RELEVANT b'158574'
ACTION SNIPPET 10000 7930 SNIPPET_NOT_RELEVANT b'47593'
ACTION SNIPPET 10000 7933 SNIPPET_NOT_RELEVANT b'1135114'
ACTION SNIPPET 10000 7936 SNIPPET_NOT_RELEVANT b'1599120'
ACTION SNIPPET 10000 7939 SNIPPET_RELEVANT b'1007724'
ACTION DOC 10000 7959 EXAMINING_DOCUMENT b'1007724'
ACTION SNIPPET 10000 7962 SEEN_PREVIOUSLY b'1789645'
ACTION SNIPPET 10000 7965 SNIPPET_NOT_RELEVANT b'1138457'
ACTION SNIPPET 10000 7968 SEEN_PREVIOUSLY b'1515218'
