ACTION QUERY 10000 10 home schooling
ACTION QUERY 10000 5719 Homeschooling and digital citizenship
ACTION SERP 10000 5724 EXAMINE_SERP
ACTION SNIPPET 10000 5727 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 5730 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 5733 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 5736 SEEN_PREVIOUSLY b'1307036'
ACTION SNIPPET 10000 5739 SNIPPET_RELEVANT b'1506632'
ACTION DOC 10000 5759 EXAMINING_DOCUMENT b'1506632'
ACTION SNIPPET 10000 5762 SEEN_PREVIOUSLY b'1283841'
ACTION SNIPPET 10000 5765 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 5768 SNIPPET_RELEVANT b'186569'
ACTION DOC 10000 5788 EXAMINING_DOCUMENT b'186569'
ACTION SNIPPET 10000 5791 SNIPPET_RELEVANT b'820974'
ACTION DOC 10000 5811 EXAMINING_DOCUMENT b'820974'
ACTION SNIPPET 10000 5814 SNIPPET_NOT_RELEVANT b'1037441'
ACTION QUERY 10000 5824 Homeschooling and online safety
ACTION SERP 10000 5829 EXAMINE_SERP
ACTION SNIPPET 10000 5832 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 5835 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 5838 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 5841 SEEN_PREVIOUSLY b'1307036'
ACTION SNIPPET 10000 5844 SNIPPET_RELEVANT b'1774737'
ACTION DOC 10000 5864 EXAMINING_DOCUMENT b'1774737'
ACTION SNIPPET 10000 5867 SEEN_PREVIOUSLY b'1283841'
ACTION SNIPPET 10000 5870 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 5873 SNIPPET_RELEVANT b'1228476'
ACTION DOC 10000 5893 EXAMINING_DOCUMENT b'1228476'
ACTION SNIPPET 10000 5896 SNIPPET_RELEVANT b'1331725'
ACTION DOC 10000 5916 EXAMINING_DOCUMENT b'1331725'
ACTION SNIPPET 10000 5919 SNIPPET_NOT_RELEVANT b'1436470'
ACTION QUERY 10000 5929 Homeschooling and civic engagement
ACTION SERP 10000 5934 EXAMINE_SERP
ACTION SNIPPET 10000 5937 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 5940 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 5943 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 5946 SEEN_PREVIOUSLY b'1307036'
ACTION SNIPPET 10000 5949 SNIPPET_NOT_RELEVANT b'1197157'
ACTION SNIPPET 10000 5952 SEEN_PREVIOUSLY b'1283841'
ACTION SNIPPET 10000 5955 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 5958 SNIPPET_RELEVANT b'1424427'
ACTION DOC 10000 5978 EXAMINING_DOCUMENT b'1424427'
ACTION SNIPPET 10000 5981 SNIPPET_NOT_RELEVANT b'1424424'
ACTION SNIPPET 10000 5984 SNIPPET_RELEVANT b'1381424'
ACTION DOC 10000 6004 EXAMINING_DOCUMENT b'1381424'
ACTION QUERY 10000 6014 Homeschooling and community volunteering
ACTION SERP 10000 6019 EXAMINE_SERP
ACTION SNIPPET 10000 6022 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 6025 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 6028 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 6031 SEEN_PREVIOUSLY b'1307036'
ACTION SNIPPET 10000 6034 SEEN_PREVIOUSLY b'1283841'
ACTION SNIPPET 10000 6037 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 6040 SEEN_PREVIOUSLY b'1004118'
ACTION SNIPPET 10000 6043 SEEN_PREVIOUSLY b'905058'
ACTION SNIPPET 10000 6046 SEEN_PREVIOUSLY b'579846'
ACTION SNIPPET 10000 6049 SEEN_PREVIOUSLY b'1746475'
ACTION QUERY 10000 6059 Homeschooling and peer mentoring
ACTION SERP 10000 6064 EXAMINE_SERP
ACTION SNIPPET 10000 6067 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 6070 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 6073 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 6076 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 6079 SNIPPET_NOT_RELEVANT b'871003'
ACTION SNIPPET 10000 6082 SNIPPET_RELEVANT b'505154'
ACTION DOC 10000 6102 EXAMINING_DOCUMENT b'505154'
ACTION SNIPPET 10000 6105 SNIPPET_NOT_RELEVANT b'1044802'
ACTION SNIPPET 10000 6108 SNIPPET_NOT_RELEVANT b'1762386'
ACTION SNIPPET 10000 6111 SNIPPET_NOT_RELEVANT b'855225'
ACTION SNIPPET 10000 6114 SEEN_PREVIOUSLY b'1307036'
ACTION QUERY 10000 6124 Homeschooling and self-directed learning
ACTION SERP 10000 6129 EXAMINE_SERP
ACTION SNIPPET 10000 6132 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 6135 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 6138 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 6141 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 6144 SEEN_PREVIOUSLY b'1283841'
ACTION SNIPPET 10000 6147 SEEN_PREVIOUSLY b'1307036'
ACTION SNIPPET 10000 6150 SEEN_PREVIOUSLY b'579846'
ACTION SNIPPET 10000 6153 SEEN_PREVIOUSLY b'1004118'
ACTION SNIPPET 10000 6156 SEEN_PREVIOUSLY b'905058'
ACTION SNIPPET 10000 6159 SEEN_PREVIOUSLY b'1746475'
ACTION QUERY 10000 6169 Homeschooling and individualized attention
ACTION SERP 10000 6174 EXAMINE_SERP
ACTION SNIPPET 10000 6177 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 6180 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 6183 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 6186 SEEN_PREVIOUSLY b'1307036'
ACTION SNIPPET 10000 6189 SEEN_PREVIOUSLY b'1283841'
ACTION SNIPPET 10000 6192 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 6195 SEEN_PREVIOUSLY b'905058'
ACTION SNIPPET 10000 6198 SNIPPET_RELEVANT b'1745971'
ACTION DOC 10000 6218 EXAMINING_DOCUMENT b'1745971'
ACTION SNIPPET 10000 6221 SEEN_PREVIOUSLY b'1746475'
ACTION SNIPPET 10000 6224 SEEN_PREVIOUSLY b'1618576'
ACTION QUERY 10000 6234 Homeschooling and homeschool-friendly employers
ACTION SERP 10000 6239 EXAMINE_SERP
ACTION SNIPPET 10000 6242 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 6245 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 6248 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 6251 SEEN_PREVIOUSLY b'1307036'
ACTION SNIPPET 10000 6254 SEEN_PREVIOUSLY b'1283841'
ACTION SNIPPET 10000 6257 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 6260 SEEN_PREVIOUSLY b'905058'
ACTION SNIPPET 10000 6263 SEEN_PREVIOUSLY b'1746475'
ACTION SNIPPET 10000 6266 SEEN_PREVIOUSLY b'1618576'
ACTION SNIPPET 10000 6269 SEEN_PREVIOUSLY b'1004118'
ACTION QUERY 10000 6279 Homeschooling and community resources
ACTION SERP 10000 6284 EXAMINE_SERP
ACTION SNIPPET 10000 6287 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 6290 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 6293 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 6296 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 6299 SEEN_PREVIOUSLY b'1307036'
ACTION SNIPPET 10000 6302 SEEN_PREVIOUSLY b'1283841'
ACTION SNIPPET 10000 6305 SEEN_PREVIOUSLY b'1004118'
ACTION SNIPPET 10000 6308 SEEN_PREVIOUSLY b'905058'
ACTION SNIPPET 10000 6311 SEEN_PREVIOUSLY b'579846'
ACTION SNIPPET 10000 6314 SEEN_PREVIOUSLY b'1746475'
ACTION QUERY 10000 6324 Homeschooling and college admissions
ACTION SERP 10000 6329 EXAMINE_SERP
ACTION SNIPPET 10000 6332 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 6335 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 6338 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 6341 SEEN_PREVIOUSLY b'1283841'
ACTION SNIPPET 10000 6344 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 6347 SEEN_PREVIOUSLY b'905058'
ACTION SNIPPET 10000 6350 SEEN_PREVIOUSLY b'1307036'
ACTION SNIPPET 10000 6353 SNIPPET_RELEVANT b'1727173'
ACTION DOC 10000 6373 EXAMINING_DOCUMENT b'1727173'
ACTION SNIPPET 10000 6376 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 6379 SEEN_PREVIOUSLY b'1004118'
INFO OUT_OF_QUERIES 
INFO SUMMARY 
INFO TOTAL_QUERIES_ISSUED 99
INFO TOTAL_SNIPPETS_EXAMINED 990
INFO TOTAL_DOCUMENTS_EXAMINED 92
INFO TOTAL_DOCUMENTS_MARKED_RELEVANT 28
INFO TOTAL_ATTRACTIVE_SERP_IMPRESSIONS 99
INFO TOTAL_UNATTRACTIVE_SERP_IMPRESSIONS 0
